"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2191593","","","","0"
"2012-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2315868","","","","0"
"2012-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2218030","","","","0"
"2012-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2016679","","","","0"
"2012-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2250562","","","","0"
"2012-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2248358","","","","0"
"2012-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2477436","","","","0"
"2013-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2522430","","","","0"
"2013-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2238511","","","","0"
"2013-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2619270","","","","0"
"2013-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2309918","","","","0"
"2013-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2086938","","","","0"
"2013-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1894196","","","","0"
"2013-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2156206","","","","0"
"2013-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2212423","","","","0"
"2013-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1997836","","","","0"
"2013-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2175115","","","","0"
"2013-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2345647","","","","0"
"2013-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2713255","","","","0"
"2014-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2540965","","","","0"
"2014-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2242687","","","","0"
"2014-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2373676","","","","0"
"2014-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2000159","","","","0"
"2014-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2081857","","","","0"
"2014-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1767388","","","","0"
"2014-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1992115","","","","0"
"2014-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1914356","","","","0"
"2014-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1844674","","","","0"
"2014-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1947735","","","","0"
"2014-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2184465","","","","0"
"2014-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2324104","","","","0"
"2015-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2312858","","r","","0"
"2015-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2130816","","r","","0"
"2015-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2159237","","r","","0"
"2015-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1759070","","r","","0"
"2015-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1858365","","r","","0"
"2015-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1870017","","r","","0"
"2015-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1917378","","r","","0"
"2015-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2021475","","r","","0"
"2015-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1650844","","r","","0"
"2015-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1857346","","r","","0"
"2015-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1850733","","r","","0"
"2015-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2053897","","","","0"
"2016-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-01","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","13198111","","","","0"
"2016-02","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11279020","","","","0"
"2016-03","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11731616","","","","0"
"2016-04","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10304031","","","","0"
"2016-05","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9978273","","","","0"
"2016-06","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10182041","","","","0"
"2016-07","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11723718","","","","0"
"2016-08","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12433667","","","","0"
"2016-09","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10725872","","","","0"
"2016-10","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10911766","","","","0"
"2016-11","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11302875","","","","0"
"2016-12","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12963025","","","","0"
"2017-01","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12423939","","","","0"
"2017-02","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11121024","","","","0"
"2017-03","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11631511","","","","0"
"2017-04","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9740521","","","","0"
"2017-05","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9382215","","","","0"
"2017-06","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8806229","","","","0"
"2017-07","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10685531","","","","0"
"2017-08","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11207795","","","","0"
"2017-09","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10406230","","","","0"
"2017-10","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9978050","","","","0"
"2017-11","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11519573","","","","0"
"2017-12","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12817893","","","","0"
"2018-01","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12805399","","","","0"
"2018-02","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10943364","","","","0"
"2018-03","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11179679","","","","0"
"2018-04","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9741183","","","","0"
"2018-05","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9062862","","","","0"
"2018-06","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8896947","","","","0"
"2018-07","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11668956","","","","0"
"2018-08","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12032532","","","","0"
"2018-09","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10821419","","","","0"
"2018-10","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10108125","","","","0"
"2018-11","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11103850","","","","0"
"2018-12","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12150139","","","","0"
"2019-01","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12584367","","","","0"
"2019-02","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12454427","","","","0"
"2019-03","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12762248","","","","0"
"2019-04","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9826118","","","","0"
"2019-05","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9417139","","","","0"
"2019-06","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8711451","","","","0"
"2019-07","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11618061","","","","0"
"2019-08","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10851616","","","","0"
"2019-09","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10051850","","","","0"
"2019-10","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10399478","","","","0"
"2019-11","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11289110","","","","0"
"2019-12","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11891937","","","","0"
"2020-01","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12047020","","","","0"
"2020-02","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11033654","","","","0"
"2020-03","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10815471","","","","0"
"2020-04","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8877077","","","","0"
"2020-05","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","7817487","","","","0"
"2020-06","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8445256","","","","0"
"2020-07","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10213804","","","","0"
"2008-01","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2417","","","","0"
"2008-02","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1915","","","","0"
"2008-03","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2473","","","","0"
"2008-04","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2447","","","","0"
"2008-05","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2400","","","","0"
"2008-06","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1249","","","","0"
"2008-07","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","-115","","","","0"
"2008-08","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","-71","","","","0"
"2008-09","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","-65","","","","0"
"2008-10","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","-60","","","","0"
"2008-11","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","389","","","","0"
"2008-12","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2039","","","","0"
"2009-01","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2220","","","","0"
"2009-02","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2186","","","","0"
"2009-03","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2570","","","","0"
"2009-04","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2339","","","","0"
"2009-05","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2831","","","","0"
"2009-06","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2484","","","","0"
"2009-07","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2906","","","","0"
"2009-08","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2280","","","","0"
"2009-09","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2544","","","","0"
"2009-10","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2492","","","","0"
"2009-11","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2659","","","","0"
"2009-12","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2442","","","","0"
"2010-01","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1696","","","","0"
"2010-02","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2015","","","","0"
"2010-03","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2547","","","","0"
"2010-04","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2412","","","","0"
"2010-05","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2695","","","","0"
"2010-06","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2503","","","","0"
"2010-07","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2472","","","","0"
"2010-08","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2636","","","","0"
"2010-09","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2480","","","","0"
"2010-10","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2014","","","","0"
"2010-11","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1913","","","","0"
